elapsed_s,scheduled_request_count,launched_request_count,dropped_max_inflight_count,inflight_count_max,client_backlog_or_schedule_miss,timeout_rate,fail_rate,target_offered_rps,cooling_condition,run_id,completion_realized_completed_rps,completion_completed_request_count,completion_successful_completion_count,completion_completion_success_fraction,completion_completion_timeout_fraction,completion_latency_p50,completion_latency_p95,completion_latency_p99,gpu_util_pct,gpu_mem_util_pct,gpu_memory_used_mib,gpu_power_w,gpu_temp_c,sm_clock_mhz,mem_clock_mhz,vm_cluster_semantic__namespace_total__cpu_cores_rate,vm_cluster_semantic__namespace_total__memory_working_set_bytes,vm_target_node_semantic__gpu_bound_features__gpu_compute__gpu_util_avg,vm_target_node_semantic__node_compute_features__cpu_compute__cpu_user_percent,vm_target_node_semantic__node_compute_features__cpu_compute__load1,vm_target_node_semantic__node_compute_features__cpu_compute__load5,vm_target_node_semantic__node_compute_features__ram_capacity__memory_usage_percent,vm_target_node_semantic__node_pressure_instant__cpu_usage_percent,vm_target_node_semantic__node_pressure_instant__load_average__load1,vm_target_node_semantic__node_pressure_instant__load_average__load5,vm_target_node_semantic__node_pressure_instant__mem_used_bytes
15,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,201.95469600730576,201.95469600730576,201.95469600730576,35.0,13.0,822.0,211.39,58.0,1936.0,5005.0,0.244527099999982,1662332928.0,42.0,6.718346,0.61,0.63,7.161084914538051,9.5607237,0.61,0.63,4078776090.0
16,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,193.3315689966548,193.3315689966548,193.3315689966548,40.0,15.0,822.0,179.7,58.0,1936.0,5005.0,0.244527099999982,1662332928.0,42.0,8.60077,0.61,0.63,7.161084914538051,12.836970700000002,0.61,0.63,4075675451.0
17,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,202.34123300178908,202.34123300178908,202.34123300178908,38.0,14.0,822.0,227.39,58.0,1936.0,5005.0,0.244527099999982,1662332928.0,42.0,7.105943,0.61,0.63,7.161084914538051,10.4651158,0.61,0.63,4069228806.0
18,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,203.88318099139724,203.88318099139724,203.88318099139724,39.0,15.0,822.0,230.93,58.0,1936.0,5005.0,0.244527099999982,1662332928.0,42.0,8.746736,0.61,0.63,7.161084914538051,13.3159264,0.61,0.63,4072505606.0
19,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,200.68205300776756,200.68205300776756,200.68205300776756,44.0,16.0,822.0,179.87,59.0,1936.0,5005.0,0.244527099999982,1662332928.0,42.0,6.727038,0.61,0.63,7.161084914538051,9.8318246,0.635364,0.6353398,4071792574.0
20,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,201.36008199187927,201.36008199187927,201.36008199187927,44.0,16.0,822.0,182.69,58.0,1936.0,5005.0,0.244527099999982,1662332928.0,42.0,8.171206,0.61,0.63,7.161084914538051,11.6731515,0.8,0.67,4071371046.0
21,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,203.98912401287816,203.98912401287816,203.98912401287816,44.0,16.0,822.0,177.34,59.0,1936.0,5005.0,0.244527099999982,1662332928.0,42.0,7.870968,0.61,0.63,7.161084914538051,11.483871400000002,0.8,0.67,4071841857.0
22,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,201.35584598756395,201.35584598756395,201.35584598756395,46.0,17.0,822.0,156.68,59.0,1936.0,5005.0,0.0027639000000021,1662332928.0,42.0,7.354839,0.61,0.63,7.161084914538051,10.7096774,0.8,0.67,4071386775.0
23,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,173.6644110060297,173.6644110060297,173.6644110060297,60.0,22.0,822.0,84.78,59.0,1936.0,5005.0,0.0027639000000021,1662332928.0,42.0,7.593308,0.61,0.63,7.161084914538051,11.196912,0.8,0.67,4076523749.0
24,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,203.3736979938112,203.3736979938112,203.3736979938112,49.0,18.0,822.0,136.29,59.0,1936.0,5005.0,0.0027639000000021,1662332928.0,42.0,7.593308,0.61,0.63,7.161084914538051,11.7117121,0.8,0.67,4076932694.0
25,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,202.8109340026276,202.8109340026276,202.8109340026276,50.0,19.0,822.0,133.79,59.0,1936.0,5005.0,0.0027639000000021,1662332928.0,42.0,6.606218,0.9,0.7,7.158196443629484,10.4922288,0.9,0.7,4085694595.0
26,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,204.46599699789655,204.46599699789655,204.46599699789655,51.0,19.0,822.0,125.94,59.0,1936.0,5005.0,0.0027639000000021,1662332928.0,42.0,7.761966,0.9,0.7,7.158196443629484,11.3842168,0.9,0.7,4085219590.0
27,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,206.51468000141904,206.51468000141904,206.51468000141904,51.0,19.0,822.0,131.38,59.0,1936.0,5005.0,0.0027639000000021,1662332928.0,42.0,6.967742,0.9,0.7,7.158196443629484,10.3225808,0.9,0.7,4086092005.0
28,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,203.2085019891383,203.2085019891383,203.2085019891383,54.0,20.0,822.0,111.64,60.0,1936.0,5005.0,0.0027639000000021,1662332928.0,42.0,8.937824,0.9,0.7,7.158196443629484,13.7305698,0.9,0.7,4083932987.0
29,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,203.64964399777816,203.64964399777816,203.64964399777816,56.0,21.0,822.0,105.3,59.0,1936.0,5005.0,0.0027639000000021,1662332928.0,42.0,5.966278,0.9,0.7,7.158196443629484,9.3385222,0.9,0.7,4084534870.0
30,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,177.96892700425815,177.96892700425815,177.96892700425815,63.0,23.0,822.0,80.11,59.0,1936.0,5005.0,0.0027639000000021,1662332928.0,42.0,6.451613,0.9,0.7,7.158196443629484,9.9354836,0.83,0.68,4086395043.0
31,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,203.7798829987878,203.7798829987878,203.7798829987878,58.0,22.0,822.0,96.89,60.0,1936.0,5005.0,0.0027639000000021,1662332928.0,42.0,6.994819,0.9,0.7,7.158196443629484,10.7512958,0.83,0.68,4084977369.0
32,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,194.9780420109164,194.9780420109164,194.9780420109164,63.0,23.0,822.0,86.39,60.0,1936.0,5005.0,0.0,1662332928.0,42.0,8.376289,0.9,0.7,7.158196443629484,11.5979389,0.83,0.68,4082336006.0
33,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,202.5843769952189,202.5843769952189,202.5843769952189,62.0,23.0,822.0,90.43,60.0,1936.0,5005.0,0.3068695999999818,1662210048.0,42.0,6.976744,0.9,0.7,7.158196443629484,10.7235137,0.83,0.68,4082798428.0
34,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,202.40132699836977,202.40132699836977,202.40132699836977,63.0,23.0,822.0,89.56,60.0,1936.0,5005.0,0.3068695999999818,1662210048.0,42.0,8.560311,0.9,0.7,7.158196443629484,12.7107649,0.83,0.68,4083913064.0
35,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,201.85848500113931,201.85848500113931,201.85848500113931,63.0,23.0,822.0,87.24,60.0,1936.0,5005.0,0.3068695999999818,1662210048.0,42.0,9.338521,0.84,0.69,7.169476682651366,13.6186766,0.83,0.68,4082516361.0
36,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,202.0525190018816,202.0525190018816,202.0525190018816,63.0,23.0,822.0,85.44,60.0,1936.0,5005.0,0.3068695999999818,1662210048.0,42.0,7.512953,0.84,0.69,7.169476682651366,10.3626938,0.77,0.68,4069982732.0
37,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,202.37814000574872,202.37814000574872,202.37814000574872,63.0,23.0,822.0,81.57,60.0,1936.0,5005.0,0.3068695999999818,1662210048.0,42.0,6.435006,0.84,0.69,7.169476682651366,9.5238091,0.77,0.68,4071010336.0
38,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,189.918089992716,189.918089992716,189.918089992716,63.0,23.0,822.0,78.29,60.0,1936.0,5005.0,0.3068695999999818,1662210048.0,42.0,6.580645,0.84,0.69,7.169476682651366,10.7096773,0.77,0.68,4071534624.0
39,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,203.8101439975435,203.8101439975435,203.8101439975435,63.0,23.0,822.0,80.24,60.0,1936.0,5005.0,0.3068695999999818,1662210048.0,42.0,8.972692,0.84,0.69,7.169476682651366,12.3537061,0.77,0.68,4075110268.0
40,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,202.00961000227835,202.00961000227835,202.00961000227835,63.0,23.0,822.0,79.94,60.0,1936.0,5005.0,0.3068695999999818,1662210048.0,42.0,6.98577,0.84,0.69,7.169476682651366,10.4786547,0.77,0.68,4073713565.0
41,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,202.18850500532423,202.18850500532423,202.18850500532423,63.0,23.0,822.0,79.44,60.0,1936.0,5005.0,0.3068695999999818,1662210048.0,42.0,7.622739,0.84,0.69,7.169476682651366,12.0155037,0.71,0.67,4074201153.0
42,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,201.55288399837443,201.55288399837443,201.55288399837443,63.0,23.0,822.0,79.06,60.0,1936.0,5005.0,0.0,1662210048.0,42.0,8.150065,0.84,0.69,7.169476682651366,11.5135838,0.71,0.67,4080709664.0
43,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,202.0713399979286,202.0713399979286,202.0713399979286,61.0,22.0,822.0,78.68,60.0,1936.0,5005.0,0.2568578000000172,1662214144.0,0.0,7.225806,0.84,0.69,7.169476682651366,10.064516,0.71,0.67,4080357343.0
44,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,202.60456600226465,202.60456600226465,202.60456600226465,60.0,22.0,822.0,78.49,60.0,1936.0,5005.0,0.2568578000000172,1662214144.0,0.0,6.468305,0.84,0.69,7.169476682651366,9.702458000000002,0.71,0.67,4081209835.0
45,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,203.0250139941927,203.0250139941927,203.0250139941927,58.0,21.0,822.0,78.29,60.0,1936.0,5005.0,0.2568578000000172,1662214144.0,0.0,6.589147,0.71,0.67,7.170078700798621,10.0775188,0.71,0.67,4084875657.0
46,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,202.1256540028844,202.1256540028844,202.1256540028844,57.0,21.0,822.0,78.19,60.0,1936.0,5005.0,0.2568578000000172,1662214144.0,0.0,8.108108,0.71,0.67,7.170078700798621,11.9691119,0.74,0.67,4079549939.0
47,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,203.73894400836437,203.73894400836437,203.73894400836437,57.0,21.0,822.0,78.1,60.0,1936.0,5005.0,0.2568578000000172,1662214144.0,0.0,6.623377,0.71,0.67,7.170078700798621,10.5194813,0.74,0.67,4074037575.0
48,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,203.0010790040251,203.0010790040251,203.0010790040251,55.0,20.0,822.0,77.9,60.0,1936.0,5005.0,0.2568578000000172,1662214144.0,0.0,7.722008,0.71,0.67,7.170078700798621,11.4543119,0.74,0.67,4076191350.0
49,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,201.99313999910373,201.99313999910373,201.99313999910373,53.0,19.0,822.0,77.81,60.0,1936.0,5005.0,0.2568578000000172,1662214144.0,0.0,6.753247,0.71,0.67,7.170078700798621,10.7792209,0.74,0.67,4076629655.0
50,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,204.1134460014291,204.1134460014291,204.1134460014291,51.0,19.0,822.0,77.71,60.0,1936.0,5005.0,0.2568578000000172,1662214144.0,0.0,7.105943,0.71,0.67,7.170078700798621,9.8191218,0.74,0.67,4076326617.0
51,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,202.4516749952454,202.4516749952454,202.4516749952454,51.0,19.0,822.0,77.55,60.0,1936.0,5005.0,0.2568578000000172,1662214144.0,0.0,5.950841,0.71,0.67,7.170078700798621,8.5381635,0.74,0.67,4074422403.0
52,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,202.06138699722945,202.06138699722945,202.06138699722945,48.0,17.0,822.0,77.52,60.0,1936.0,5005.0,0.0,1662214144.0,0.0,7.354839,0.71,0.67,7.170078700798621,10.4516131,0.68,0.66,4062871289.0
53,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,192.14330699469429,192.14330699469429,192.14330699469429,43.0,15.0,822.0,77.16,60.0,1936.0,5005.0,0.0038230999999996,1662214144.0,0.0,6.847545,0.71,0.67,7.170078700798621,9.8191208,0.68,0.66,4066537111.0
54,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,189.28677300573327,189.28677300573327,189.28677300573327,38.0,14.0,822.0,77.06,60.0,1936.0,5005.0,0.0038230999999996,1662214144.0,0.0,7.272727,0.71,0.67,7.170078700798621,11.1688313,0.68,0.66,4062822006.0
55,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,198.44542899227235,198.44542899227235,198.44542899227235,41.0,15.0,822.0,77.35,60.0,1936.0,5005.0,0.0038230999999996,1662214144.0,0.0,6.363636,0.68,0.66,7.136365684552104,9.4805187,0.68,0.66,4066795061.0
56,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,197.88931000221052,197.88931000221052,197.88931000221052,38.0,14.0,822.0,77.35,60.0,1936.0,5005.0,0.0038230999999996,1662214144.0,0.0,8.43061,0.68,0.66,7.136365684552104,12.9701689,0.68,0.66,4066098806.0
57,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,202.6335900009144,202.6335900009144,202.6335900009144,38.0,14.0,822.0,77.35,60.0,1936.0,5005.0,0.0038230999999996,1662214144.0,0.0,7.503234,0.68,0.66,7.136365684552104,10.996119,0.62,0.65,4066308521.0
58,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,198.78008299565408,198.78008299565408,198.78008299565408,35.0,12.0,822.0,77.16,60.0,1936.0,5005.0,0.0038230999999996,1662214144.0,0.0,7.512953,0.68,0.66,7.136365684552104,10.7512955,0.62,0.65,4065264140.0
59,1,1,0,0,0,0.0,0.0,1.0,normal_cooling,calibration_level2_rps1.0_20260703_095741,1.0,1.0,1.0,1.0,0.0,203.7385340081528,203.7385340081528,203.7385340081528,35.0,12.0,822.0,77.22,60.0,1936.0,5005.0,0.0038230999999996,1662214144.0,0.0,6.709677,0.68,0.66,7.136365684552104,10.1935478,0.62,0.65,4067422109.0
0,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,192.5047509939759,202.72858629978143,203.6373716602975,0.0,0.0,822.0,230.74,60.0,1936.0,5005.0,0.0038230999999996,1662214144.0,0.0,7.326478,0.68,0.66,7.136365684552104,12.0822619,0.62,0.65,4069023285.0
1,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,195.1010920020053,195.1010920020053,195.1010920020053,13.0,5.0,822.0,76.68,59.0,1936.0,5005.0,0.0038230999999996,1662214144.0,0.0,6.572165,0.68,0.66,7.136365684552104,10.1804129,0.62,0.65,4068212736.0
2,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,187.65258549683492,202.9767041480227,204.33884802812827,0.0,0.0,822.0,225.12,60.0,1936.0,5005.0,0.0,1662214144.0,0.0,7.989691,0.68,0.66,7.136365684552104,11.4690728,0.62,0.65,4060930375.0
3,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,203.5426499933237,203.5426499933237,203.5426499933237,0.0,0.0,822.0,76.77,59.0,1936.0,5005.0,0.3376854999999977,1662214144.0,0.0,10.451613,0.68,0.66,7.136365684552104,15.8709681,0.57,0.64,4047789621.0
4,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,203.1718629950774,204.2195574955258,204.3126858955657,0.0,0.0,822.0,228.82,60.0,1936.0,5005.0,0.3376854999999977,1662214144.0,0.0,7.483871,0.57,0.64,7.122853721691391,10.3225808,0.57,0.64,4055625629.0
5,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,182.8786950063659,182.8786950063659,182.8786950063659,4.0,1.0,822.0,76.77,59.0,1936.0,5005.0,0.3376854999999977,1662214144.0,0.0,6.923077,0.57,0.64,7.122853721691391,10.512821,0.57,0.64,4052328906.0
6,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,199.24225150316488,199.6252316603204,199.65927434095647,0.0,0.0,822.0,221.89,60.0,1936.0,5005.0,0.3376854999999977,1662214144.0,0.0,6.923077,0.57,0.64,7.122853721691391,10.512821,0.57,0.64,4052328906.0
7,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,185.6318390055094,185.6318390055094,185.6318390055094,0.0,0.0,822.0,76.87,59.0,1936.0,5005.0,0.3376854999999977,1662214144.0,0.0,7.761966,0.57,0.64,7.122853721691391,9.9611898,0.57,0.64,4053495971.0
8,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,204.4059574982384,207.52275605191244,207.79980481223905,0.0,0.0,822.0,230.8,60.0,1936.0,5005.0,0.3376854999999977,1662214144.0,0.0,8.880309,0.57,0.64,7.122853721691391,12.2265119,0.61,0.64,4062179229.0
9,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,171.41725000692531,171.41725000692531,171.41725000692531,0.0,0.0,822.0,76.82,59.0,1936.0,5005.0,0.3376854999999977,1662214144.0,0.0,8.880309,0.57,0.64,7.122853721691391,12.2265119,0.61,0.64,4062179229.0
10,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,185.45642650133232,199.57353714780768,200.82839142749435,8.0,3.0,822.0,225.1,61.0,1936.0,5005.0,0.3376854999999977,1662214144.0,0.0,7.244502,0.57,0.64,7.122853721691391,10.7373868,0.61,0.64,4064162086.0
11,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,201.32708399614785,201.32708399614785,201.32708399614785,0.0,0.0,822.0,76.76,59.0,1936.0,5005.0,0.3376854999999977,1662214144.0,0.0,8.290816,0.57,0.64,7.122853721691391,13.0102041,0.61,0.64,4064763969.0
12,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,203.7645495001925,204.1146463510813,204.14576607116032,15.0,6.0,822.0,210.08,61.0,1936.0,5005.0,0.0,1662214144.0,0.0,8.290816,0.57,0.64,7.122853721691391,13.0102041,0.61,0.64,4064763969.0
13,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,195.6625470047584,195.6625470047584,195.6625470047584,0.0,0.0,822.0,76.18,59.0,1923.0,5005.0,0.2348685000000102,1662300160.0,0.0,7.722008,0.57,0.64,7.122853721691391,10.8108109,0.8,0.68,4059402600.0
14,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,202.99939750111665,203.77644805557796,203.8455192159745,21.0,8.0,822.0,193.76,62.0,1923.0,5005.0,0.2348685000000102,1662300160.0,0.0,6.145967,0.8,0.68,7.139515638090288,10.3713186,0.8,0.68,4051742752.0
15,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,202.83440800267272,202.83440800267272,202.83440800267272,0.0,0.0,822.0,76.24,59.0,1923.0,5005.0,0.2348685000000102,1662300160.0,0.0,8.505155,0.8,0.68,7.139515638090288,11.4690729,0.8,0.68,4052918206.0
16,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,180.8165434995317,183.69230495372904,183.94792819410213,33.0,13.0,822.0,93.82,62.0,1923.0,5005.0,0.2348685000000102,1662300160.0,0.0,8.634021,0.8,0.68,7.139515638090288,10.9536086,0.8,0.68,4053610266.0
17,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,197.5236889993539,197.5236889993539,197.5236889993539,0.0,0.0,822.0,76.18,59.0,1923.0,5005.0,0.2348685000000102,1662300160.0,0.0,8.634021,0.8,0.68,7.139515638090288,10.9536086,0.8,0.68,4053610266.0
18,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,186.54219349264167,199.96625464118551,201.15950452105608,30.0,11.0,822.0,121.73,62.0,1923.0,5005.0,0.2348685000000102,1662300160.0,0.0,7.751938,0.8,0.68,7.139515638090288,10.9819126,0.8,0.68,4055273308.0
19,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,188.38161900930567,188.38161900930567,188.38161900930567,0.0,0.0,822.0,76.17,59.0,1923.0,5005.0,0.2348685000000102,1662300160.0,0.0,7.751938,0.8,0.68,7.139515638090288,10.9819126,0.8120175,0.6840058,4055273308.0
20,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,202.3173074994702,204.8064739501569,205.027733190218,32.0,12.0,822.0,119.07,62.0,1923.0,5005.0,0.2348685000000102,1662300160.0,0.0,6.385696,0.8,0.68,7.139515638090288,9.3231163,0.89,0.71,4057009750.0
21,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,171.34610400535166,171.34610400535166,171.34610400535166,0.0,0.0,822.0,76.18,59.0,1923.0,5005.0,0.2348685000000102,1662300160.0,0.0,7.979408,0.8,0.68,7.139515638090288,10.1673102,0.89,0.71,4041142697.0
22,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,187.7753489970928,199.89924450346732,200.976924104034,37.0,14.0,822.0,99.6,62.0,1923.0,5005.0,0.0,1662300160.0,0.0,8.010336,0.8,0.68,7.139515638090288,11.4987077,0.89,0.71,4048687202.0
23,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,179.7553429933032,179.7553429933032,179.7553429933032,0.0,0.0,822.0,76.28,59.0,1923.0,5005.0,0.0026642000000038,1662300160.0,0.0,7.860825,0.8,0.68,7.139515638090288,10.3092789,0.89,0.71,4046523990.0
24,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,206.03307200508425,206.5657199033012,206.61306638314272,38.0,14.0,822.0,99.41,62.0,1923.0,5005.0,0.0026642000000038,1662300160.0,0.0,8.118557,0.9,0.71,7.120214571429662,11.4690727,0.9,0.71,4046438006.0
25,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,202.70324598823208,202.70324598823208,202.70324598823208,0.0,0.0,822.0,76.28,59.0,1923.0,5005.0,0.0026642000000038,1662300160.0,0.0,8.118557,0.9,0.71,7.120214571429662,11.4690727,0.9,0.71,4046438006.0
